"review_text","review_status"
"I love this oven, so easy to use. Looks fab in my new kitchen",Approved
"it s a very good machine , it actually weighs its load , and works out how long it will take to wash
very quiet machine",Approved
"We bought it specifically for its new cleaning function where you run a program and the ""just wipe the dirt off with a cloth."" But after the first clean - THE STAINS ARE STILL THERE. We were so extremely disappointed!!!!!!!

Other than that - it is an excellent oven that is easy and intuitive to use",Approved
"Duis felis arcu; venenatis vitae molestie a, porta in quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nulla suscipit, metus vitae venenatis elementum; velit purus volutpat lectus, eu malesuada justo justo sit amet quam! Integer imperdiet massa at neque vestibulum volutpat hendrerit metus ullamcorper. Praesent quis ligula nunc. Nunc sollicitudin sollicitudin quam, nec mattis magna accumsan at. Vestibulum orci enim, varius in vulputate cras amet.",Approved
"Aenean leo enim, gravida ut vehicula ac, rhoncus non diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Phasellus bibendum auctor sagittis. Morbi et libero vitae nisi auctor hendrerit ut non nibh. Aenean tempor aliquet eros quis adipiscing! Maecenas mollis porta lectus vitae tempor. Nullam sed velit augue. Integer auctor tristique eros ac ultrices. Nullam nec augue eros. In non quam eu enim fermentum interdum vel sed lectus. Class aptent volutpat.",Approved
"Aliquam et lorem euismod purus sodales auctor. Nullam sed augue nisl. Quisque pretium dapibus eros ac placerat. Suspendisse leo diam, venenatis sit amet commodo sit amet, hendrerit non ipsum. Pellentesque lobortis fermentum lacus; at consectetur est suscipit vel. Donec ut nisl massa, non auctor lacus. Aliquam a metus nisi. Aliquam sit amet mauris sem. Pellentesque eget libero vel sem congue bibendum vel eu eros. Morbi elementum augue nec enim tempus sit amet commodo nisi ultricies? Nulla nullam.",Approved
"I am enjoying my new oven. It bakes cakes wel, has a good capacity and I like being able to see what’s cooking.",Approved
TEST >>STAGING Test review TEST >>STAGING Test review TEST >>STAGING Test review TEST >>STAGING Test review TEST >>STAGING Test review,Approved
"Etiam euismod viverra lacus et commodo? Vestibulum eu libero sem, vel congue nulla? Donec justo diam, tincidunt quis vestibulum a, malesuada sed risus. Phasellus nibh libero, cursus nec pellentesque sed, pretium eu mi! Fusce interdum placerat neque, at adipiscing est venenatis quis. Duis ornare leo tortor. Nunc hendrerit tellus in sapien commodo vel scelerisque arcu cursus. Donec eu turpis metus, eget viverra ante. Sed id orci quis arcu sodales malesuada a a elit. Praesent hendrerit turpis duis.",Approved
"Nunc at pellentesque metus! Phasellus in accumsan magna. Curabitur velit urna, tristique nec ullamcorper vel, dignissim id nibh. Vestibulum quis mi pulvinar urna viverra malesuada! Suspendisse massa nulla, viverra quis condimentum vel, mattis a velit. Fusce volutpat ultrices varius. Nam ultrices mi id dui aliquam at porttitor diam vestibulum? Duis porta eleifend auctor. Vivamus viverra interdum condimentum. Nam id leo vitae nunc aliquam placerat. Fusce egestas sagittis mollis. Nam cursus nullam.",Approved
"Cras nisi dolor, tincidunt sed viverra vel, vulputate eget quam? Praesent eu arcu lectus, et molestie neque. Donec vel varius augue. Praesent accumsan, lectus tincidunt malesuada congue, mi odio pharetra nisl, nec faucibus felis ante sit amet turpis? Proin congue purus nec risus condimentum tincidunt. Nam rutrum adipiscing magna id tincidunt. Nullam odio tellus, facilisis in cursus non, imperdiet eu dolor. Morbi ipsum metus, sollicitudin et vestibulum elementum, feugiat vel lorem. Class posuere.",Approved
"I am impressed & happy with this oven ,a good buy .",Approved
I'm still getting to grips with my new oven but once you get the hang of the command wheel it's amazing.,Approved
"Nam nisl odio, vehicula sit amet fringilla eu, mollis nec ligula. Curabitur arcu neque, imperdiet nec faucibus ac, molestie ut urna. Etiam rutrum mauris et lacus vulputate suscipit et vitae lectus. Aliquam imperdiet felis lorem. Praesent id tellus libero! Donec porta augue pellentesque massa sagittis a gravida mauris condimentum. Curabitur tristique tortor ac nisi vehicula eget porttitor neque sollicitudin. Nam ut turpis massa. Maecenas viverra lacus in velit scelerisque non congue metus nullam.",Approved
There are different programs set up. The melting chocolate program burns the chocolate on one side of the dish and yet foes not melt on the other. Partly due to there not bring a turntable. Having used the microwave and perhaps want to use the program again it defaults to grill. If you are not careful you get the wrong program. Microwave timer is only 30 seconds steps. In a word a 50 pound work top model beats it hands down. Not fit for purpose very disappointing,Approved
"EXCELLENT FRIDGE FREEZER, LIKE IT VERY MUCH VERY HAPPY WITH IT. INTEGRATED VERY WELL INTO EXSISTING CUPBOARD WITH NO PROBLEM AT ALL.",Approved
Fantastic machine . Love it . The drum size is perfect at 7kg and the cleanliness of clothes washed at low temperature is better than any previous washing machine I have had. Easy to programme and very quiet.,Approved
The AEG washer dryer is a good product and was the replacement for a previous AEG washer dryer. The only reason i did not give 5 stars is that it does seem a little noisier than the previous AEG product.,Approved
Good design and size. Perfect for my requirement. Works well.,Approved
"Donec dolor risus, vehicula eu bibendum porta, semper id nunc. Vestibulum mollis libero eget tellus pharetra nec sodales dui feugiat. Phasellus imperdiet nisi non arcu pretium scelerisque. Donec et odio ante. Nulla dapibus porttitor ligula, vel scelerisque libero hendrerit eu! Mauris consectetur, tortor non elementum faucibus, magna orci porttitor tellus, vel posuere orci turpis vel purus. Pellentesque aliquet, odio et accumsan suscipit, quam ligula dapibus velit, eu lobortis est tortor ut amet.",Approved
This was easy to install and has been satisfactory in service. We are very happy with it.,Approved
"This is one of the best machines I`ve had, the delayed start feature is really great and the size is perfect if you don`t have much space, overall a great buy.",Approved
"Mauris luctus aliquam orci, vitae euismod ante tincidunt quis. Sed quis diam in nisi sagittis feugiat. In hac habitasse platea dictumst. Donec euismod nisi quis nibh placerat semper. Sed convallis venenatis adipiscing. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean in imperdiet lorem. Aliquam erat volutpat. Vivamus vitae est non justo porta fermentum id a risus. Nulla facilisi. Nulla facilisi. Phasellus at elit eros, vitae venenatis nisl! Suspendisse porttitor erat turpis metus.",Approved
"very happy with our purchase, would recommend to other users and very happy with the price",Approved
"Owned this Model A.E.G. L61470WD BI under a year not cheap price either. Having Owned previous model ten years and very happy with it wanted another one same, sadly they don't do that Model anymore so expecting replacement to be even better disappointed to find not the case. Machine looks good but function have changed, long cycle times where nothing happens takes ages to spin then can't access washing when in hurry. No adjustment for door height fitting plus filter difficult to get to behind skirting, the list goes on ! A.E.G have taken what was a Great Washing Machine and instead of tweaking improvement made it worse. No wonder it only has short Guarantee with it.? Verdict .....5 - 10",Approved
"Donec nec nisi ligula? Aliquam fermentum venenatis quam, tristique gravida mauris commodo non. In porttitor, dui sed dignissim elementum, quam urna consequat est; a dapibus justo mauris eget nunc. Proin sodales imperdiet justo, vel accumsan orci vehicula ut. Aenean enim libero, rutrum non interdum blandit, semper sed tellus. Suspendisse in sapien sed erat dictum gravida sit amet non ligula. In eleifend sapien sed elit congue vel pharetra ipsum faucibus! Aenean dapibus neque non leo egestas amet.",Approved
"The holders in the refrigerator door would be better if the plastic fronts were a little taller, to prevent items tipping over. We have removed the stiff, hard plastic retainer in the lower holder in the door as it was more of a nuisance than a help. It was not 'user-friendly' - fitting it was tricky, it had a habit of coming off and day to day use was not easy.",Approved
"I really love this dress. It is so comfortable, especially for how elegant it is.",Approved
"This machine replaced a Bosch machine that was on its way out,
Having had a Zenussi machine earlier , I decided to revert back as I felt the wash was better.",Approved
"I owned a great Bosch washer-dryer before but had to get an integrated one. I counted on AEG to deliver good quality and functions. The programmes are all extremely long and there is no option for automatic drying time, you just have to guess how long your laundry needs to be fully dry. The machine is VERY noisy when spinning and drying and does not spin properly. Even after increasing the spinning, I'm still left with soaked clothes which I can then not dry in the machine because of this. By hanging them to dry, it takes over 1-2 days to dry! Given I use it on average 2 to 3 times a DAY, I am very disappointed with the overall quality of the machine. I do NOT recommend it!",Rejected
Lovely quiet machine when washing. Very attractive and does a great job.,Approved
"My Zanussi fridge freezer was delivered with a Rosenlew badge instead of a Zanussi badge! eventually Zanussi arranged for a service engineer to call & replace the badge. I got a phone call the morning the engineer was due to visit to inform me the replacement door Zanussi had sent did not have a badge on it.
Therefore do I have a Zanussi fridge freezer or a Rosenlew fridge freezer?. Either way I would rate it at best poor to fair the meat drawer is shallow & constantly comes free of its runners. I bought this because we had an old Zanussi fridge which was very good.",Rejected
"Looks great
Bulb blew within two months of little usage - really should come with white LED bulbs in this day and age.
Knew it wasn't frost free and now regret not buying a frost free fridge as ices up quite a bit. Frost free should be standard for a unit at this price.
Fairly quiet operation
Above issues/features if included/sorted would make this a 5 star item. Just 3 stars for me at present",Approved
sdfgsdfgn sdfg sdfg fsdg s sfg sdfg sdfg sdfg sdfg sfdg sfdg sdfg sfdg fsdg sdffdg sdfg sfdgf,Approved
TEST >>STAGING Test review. This is a test review. This is a test review. This is a test review. This is a test review.,Approved
"Great machine, super quiet with lots of nice features. But longevity is under question as the motor failed after 4 months use. Not a very stylish or modern looking design but I guess being a built in unit this wasn’t there no1 aim..!!",Approved
"I love the simplicity of this machine. It's easy to use has enough programmes and gets on with the job .

It is perfect for any household!

I also love how quiet it is . 

A must for all kitchens",Approved
"Although we haven’t used the dryer feature yet, we find that the wash cycles cater for all of our needs. We generally use 40 and 60 degree cycles and make use of the ‘economy’ button every wash. The laundry is always clean and fresh. The spin cycle is very efficient and quiet. We haven’t yet been able to assess the energy efficiency. We’ve had the machine for only 2 weeks but are very pleased with its performance so far.",Approved
"I was replacing another Zannusi fridge that I had had for a number of years, once I had installed the replacement fridge I was disappointed when I realised the new fridge had only 2 shelves as opposed to 3 in the old one, I also found the spacing was less than ideal, if you placed them in the highest and lowest positions there is space for only the smallest of items but a huge space in between, place them in the other positions an the gap between is quite small, no good compromise. Also I have noticed in the last few days a crack starting to appear in the plastic door capping horizontally just above the handle.",Approved
Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet.,Approved
a sdfiuoasdfu sdfhsdjklf jklsfjkld shkfdf sdfhkl asdf,Approved
Very good machine excellent features and different settings which are very useful. I would definitely recommend this washing machine to friends and family.,Approved
"Good design and easy to use, with plenty of different programs to cover all washes.",Approved
"Had to chose AEG purely because it was the only integrated machine that our door would fit! Generally happy with the machine but really wanted a fast wash option but sadly not available on this model.
It does a large wash load with several spin options. Easy to operate without referring to instructions. Not tried the dryer yet so can't comment. Expensive compared to other machines but this was our only option due to our door! Registered by phone to get extra warranty but really it was just to make you buy extra insurance. Did also register on line and got £50 cashback even though I wasn't aware of it. Fitting instructions would have been more useful at the beginning of the manual as I ended up searching on line. Overall I'm happy with the machine. Seems well built and does a good size load. If there had been a choice, I probably would have opted for a different machine offering a short fast wash but I'll cope with an hour 'short' cotton wash. Have been told I will be entered into a draw after this review but it closed on 27th July! We'll see ;)",Approved
A very impressive machine which is the quietest we've ever owned. The detergent drawer is a little small but this doesn't detract from the excellent performance. Let's hope this continues for a long time to come.,Approved
"After researching as much as possible and reading forums about washing machines for narrowboats, (including review below 18 Sept 2014) I purchased the Zanussi Compact 3kg as the size was perfect for the space I had available, and some people seem to use it on their boats....Well, .....it doesn't work off the PSW1500w inverter, with a capacitor fitted too, although it will spin with the engine running with a small load....on phoning Zannusi to inquire as how to sort the problem out, they didn't want to know, said the warranty was not valid on a boat and they couldn't have been less helpful....its fine on shore power, but as it was intended for when we are out and about on the canal systems that's no good for us!! We were disappointed that Zannusi allow a review recommending it for a narrowboat but don't comment below that it has no warranty if used on a boat! My money and time has been wasted.",Rejected
"machine looks good, professionally installed works well on the good selection of programs and with a 5year
warrantry",Approved
"I could not be more happier with the washing machine, it washes and spins better than my old Hotpoint.",Approved
"I chose this machine because of the many features including the fact that it adjusts the water in take and time depending on load. It is so easy to use, especially when you are busy and need to know how much longer the cycle will take.
Would recommend this machine.",Approved
"Originally I was very pleased with the washing machine but now the performance has slowed up and the spin cycle doesn't seem to be as good as it was.
I have even had a wash cycle that forgot to spin! Overall I am disappointed on what is still a new machine.",Approved
lorem ipsum dolor sit amet,Approved
"I have had my new AEG washing machine for about 3 weeks. So far I am pleased with it. It has a very useful big door which makes it so much easier to load. The programme options are self explanatory and easy to use. My one gripe here is that whilst I am still getting accustomed to the machine I need to wear my glasses to read the options as, although on the front of the machine and large enough lettering, the lettering is a little pale. It could be more distinct. The quick and super quick options are good news as otherwise some of the programmes would be quite lengthy. I do find the spinner at 1200 and 1400 a little disappointing, but it seems that all machines nowadays seem to suffer this. I have an old Zanussi in my holiday home and it's top speed is 800 and this spins as dry as the 1200 on this new AEG and my on previous machine. I also find that in some instances, not all, the machine vibrates when spinning. I don't find the machine especially quiet, but it certainly isn't any noisier than any other machine I've had. I also find it difficult to use the dispenser. My machine is located under a counter top with a fitted door. This was custom built for a machine 2 machines ago, but the previous machine and this new one have slightly different front dimensions which means the dispenser does not protrude far enough from under the work top. So a nuisance, although strictly speaking not the fault of the machine, rather the fault of designers not standardising their measurements even within the same manufacturer. I also find the dispenser draw very awkward to remove for cleaning. This definitely could be improved upon. However, overall, I am very pleased with my new machine.",Approved
this is a fantastic product. i would buy it again. you should too.,Approved
"Not had an AEG before, but very pleased with it so far, had it a couple of months. Very quiet and washes clothes well.",Approved
Broke 18 months into 5 year warranty. Two months later has not been replaced or repaired. Engineer replaced parts twice and said it was fixed. Both times was not repaired. Avoid AEG at all costs. Will never buy again.,Rejected
"We are very please with our machine. Excellent quality and performance, as you would expect from Zanussi",Approved
"Overall I think this is a good washing machine with plenty of options for vArying the wash-time; it’s also very quiet. However I feel that the soap dispenser tray is quite flimsy and the plastic could break up after a couple of years, I’m also not too keen on the digital programme selector as you have to use it slowly or you go past the programme you want and end up going through the whole list again. - my old washer had a good old fashioned knob which worked really well and you could just turn it to the required programme. I would definitely recommend this machine but sometime so called progress isn’t always the best way forward.",Approved
"First of all I'm happy how quiet wash machine are working , my downstairs neighbours think happy as well )) Good choise of programmes , easy manage.",Approved
Representing good value this is a machine that does everything a normal household requires. It is very quiet and has a good range of programmes. It appears to be well built and is very compact for a washer dryer. I am very pleased with our purchase.,Approved
Does what it needs to do. Great value & would recommend.,Approved
"Initially had difficulty with the right settings, seemed too long for some items. Got used to the machine now. Very quiet compared with my old machine. Also 5 year guarantee is good.",Approved
"Good at collecting debris from wooden floor, picks up surface debris from carpet but will never be as good or powerful as a proper mains hoover and doesn't lift the pile very much. Its highly portable, good for stairs and a lovely attachment for brushing upholstery. The collection box isn't big compared to a mains machine so needs emptying really every time its used. A handy cleaner for a quick once-over and quite versatile.",Approved
"Silent, efficient, compact and reliable this washing machine is great.",Approved
"I purchased this machine as my previous one was Zanussi and I thought it a good make. The first thing that bothered me about this machine was the 4 hour long cotton wash. If you use the quick button you can reduce this to 3.5 hours. To overcome the length of the cycle I had to use the timer. Unfortunately after doing a few cotton washed I discovered my clothes are getting destroyed. All my cotton items have bobbled beyond repair and all cuffs and collars have become misshapen. It has ruined 2 school uniforms. 
The manual does not give any information on the time of each cycle, you have no idea when it is going to end. 
Do not purchase this machine, it wrecks the clothes .",Approved
"I really enjoy using cz7, it's so light and easy to use. Love the hand held attachment. It is great quality and well designed. I had a cylinder cleaner before, and this has definitely converted me. No more wire's trapped under the doors.. Would definitely recommend this hoover :-)",Approved
This is my first ever AEG product and I have to say so far am very impressed. The features are great and so easy to use. The touch panel is a very nice touch and the time until finished is very handy. This is my first washer with these touches (had a hoover before this lasted 17 years ) so I have very high expectorations of this product. The one big plus is how quiet the machine is the water going in is more noisy than the actual spinning and washing. I would recommend this product no problem.,Approved
The longest wash times of any machine I have ever had. The standard cotton at 60 degrees takes a staggering 244 minutes! Even the wool/handwash programme is 75 minutes long. Very disappointed and wish I had not chosen this particular machine. DO NOT BUY unless you dont mind spending days on end waiting for wash to finish.....,Approved
Love the sensor and oven very quiet and easy to use.,Approved
"Good features, easy to keep clean. I would recommend this product",Approved
"A fantastic little cleaner, lightweight, easy to use and manoeuvre, perfect to give the house a freshen up in between bigger cleans.",Approved
Really nice cooker glad I invested a bit more money. So simple to clean. Does take a little while to get used to it but worth it in the end.,Approved
Does what it says on the box - easy to use and a great addition to the kitchen,Approved
Very pleased with machine. With small loads I find that the 30/30 cycle is very good.,Approved
"Aliquam pretium condimentum metus; vel sagittis augue vulputate id. Curabitur adipiscing, metus id cursus dapibus, diam orci ultricies ligula, quis luctus purus enim ut magna. Praesent in eros tellus? Etiam lorem dui, mollis vitae imperdiet at, posuere nec diam. In in neque enim, pellentesque faucibus orci? Integer aliquam mauris eget neque sagittis sagittis! Suspendisse cursus tincidunt dolor id malesuada. Ut non metus ut leo molestie adipiscing! Proin non lacus vel nisi pulvinar viverra fusce.",Approved
This toaster goes great with kettle looks good would bu6 product again,Approved
Better than my old dishwasher which I thought was good,Approved
"Good dishwasher. Clear fitting instructions. Well laid out interior, with plenty of capacity. Slight issue with not being able to accommodate taller glasses, but this is a minor niggle.",Approved
"the dimensions are as described however when the rings are on ""P"" power boost then my young son can hear a very high ptiched noise. AEG are swapping the unit out for a new one",Approved
asdf asdf asdf asdf asdf asdf asdf asdf asdf asdf asdf,Approved
"Phasellus feugiat sollicitudin lectus, in rhoncus dui mattis quis. Proin facilisis feugiat felis. Quisque congue purus id augue scelerisque quis elementum leo molestie. Nam consequat lorem quis ante sollicitudin fermentum. Suspendisse risus magna, fringilla ac viverra sed; tincidunt pharetra enim. Sed vulputate lobortis sapien, ac pellentesque orci tempus vel. Sed a molestie nibh. Sed tincidunt adipiscing venenatis. Nulla ullamcorper luctus augue a auctor. Proin in dolor purus? Cras lacinia sed.",Approved
"I bought this machine because of previous reviews. The size of the drum, the spin speed and the energy rating were all factors that influenced my purchase. I have not been disappointed. It’s fab! It washes well and the programme times are fine. Love it!",Approved
"I'm not particularly impressed with the design of this oven, but it's amazingly powerful and food cooks much quicker than I expected. It's really good being able to cook different meals at the same time. Initially I thought the sizes of the 2 ovens weren't big enough but it does work and there is plenty of space. Overall I like it and I would recommend it.",Approved
a sfasdf asdf asdf asdfa sdfasdf asdf asdf asdf asdf asdf asdfa,Approved
"If you write review text, it should be at least 50 characters, otherwise only your ratings will count.",Approved
"Aliquam feugiat erat in justo volutpat quis consectetur mauris feugiat! Nunc nec augue ante, quis euismod leo. Curabitur convallis lectus id ante dapibus vitae convallis purus vulputate! Cras posuere interdum turpis sit amet lacinia. Cras eget sem urna, nec suscipit erat. Vivamus dictum neque in elit consequat aliquam. Vestibulum eget nisi lectus, a porta ante. Morbi adipiscing, nulla ac faucibus aliquam, sem sem iaculis diam, eget elementum purus ante quis mauris. Duis congue.",Approved
"build quality is impeccable , heats up very quickly and the build quality is very impressive when compared to there cookers we viewed before buying this one",Approved
"The most noteworthy feature of this freezer is that, once items have been placed inside for a small amount of time, their temperature drops significantly. In this era of motor-cars and e-mail, it should perhaps come as no surprise that such an invention has been envisioned. Maybe future devices might perform other functions; I, myself, have come upon a box which heats food at incredible speeds. The pioneers behind it have named this heating-box a Micro Wave.",Approved
"My last Zanussi wash machine was outstanding. It had a timer so i could see how long every wash was. This machine has no timer and every wash even on quick wash so far has taken over 3 hours. I do a lot of my washing at the weekends and because of the duration of the washes i had the machine on all day.. if you want a quick wash you need to use the 30.-30. function which may take 30 mins but at 30 degrees and that time length that will not wash a normal wash of clothes.. There is nothing even in between. I only own the machine a week, i doubt it can be returned to the shop?? I cannot stick it..",Approved
"Maecenas vitae orci tellus, ac blandit turpis! Vestibulum eu tellus quis nisi gravida consectetur. Nam vel lacus ac mi posuere lobortis id id ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nam cursus pharetra volutpat. Fusce eros odio, mattis quis tristique non, tincidunt nec lorem. Vivamus a tincidunt justo? Phasellus dignissim ullamcorper tellus et venenatis. Sed venenatis egestas nisi, nec congue nisl volutpat in. Phasellus mollis consequat amet.",Approved
"Ive only had this machine for two months. Lots of small black dots are appearing on my clothes. I bought this brand new, so dis not expect anything like this. I doubt it is limescale as its supposed to be new. Looks more like dirt or some sort of greese. Other than the issue with marks, I found that on a lot of the washes, the wash time is too long. The drum is also pretty small. I wouldn't recommend this product. I own other Zanussi products which have been very reliable which is why I went for this brand. However, I think the brand has not lived upto my expectations.",Approved
washed my duvet with no hassle and you choose what time it does the washes or how quick you want your washes done . Absolutely beautiful,Approved
............................................................................................................................................................................,Rejected
"Vestibulum at tortor erat, non tempus lorem. Morbi a enim nec sapien molestie commodo. Nullam ut justo non velit volutpat venenatis. Nam mi lacus, vulputate eu imperdiet nec, lobortis vitae massa. Sed aliquam vehicula orci vel pretium? Morbi vehicula, est eget posuere condimentum, tellus diam faucibus lorem, quis pellentesque orci felis a velit. Vestibulum dictum felis a libero viverra sed ultrices urna tempor. Nulla porta gravida euismod. Pellentesque quis porta orci. Nulla hendrerit cras amet.",Approved
"This really is, in my opinion, the best machine around. outstandingly quiet with useful features...

Very fast spin (with a big drum spinning so fast clothes are almost dry!). 

The water softener does seem to make a difference. (I did think it might be a gimmick). Clothes feel really soft. 

Steam is a feature I never thought I would use but it really does what it says. I recently went on holiday and managed to crumple clothes but not wear them. Into the machine.... nearly Perfect!

For a complex machine it is not complicated! a simple choice of adjustable programmes makes it easy to use, especially with a very 'easy to read in all light conditions' logical display.

Very light on electricity too. I use the delay start and nearly always use just solar energy!

Niggles... (hence 4 out of 5 for features)

A useful light in the drum comes on when you load but , sadly, it doesn't come on if you don't empty the machine immediately after the cycle finishes. (You have to press the machine on again otherwise that black sock remains hidden in the drum!)

One quite annoying let down is the fact that although the machine weighs the clothes you have to close the door and let the machine run for 30 seconds before it simply tells you whether you have exceeded the recommended weight. My old AEG told me the weight as I put the washing in which enabled me to maximise all loads easily. 

Don't let this put you off. It is a great machine overall",Approved
"Delay start allows washing to be done with off peak electricity and its nice to be ready to hang out first thing in the morning. Pity it does not come with a little person to do this
Always had Zanussi .....3 in 40 years and they seem to last well.",Approved
This is the best I've ever purchased cooks evenly the safety is great could not have got better,Approved
"Love the features on this product especially the push button controls that are not left sticking out when not in use, also like that there is a grill on both ovens which I did not have in my previous oven",Approved
"This does all I need from a machine for the smaller family. Just my husband and I still generate a lot of washing but not like the years with the children. I love love love the time clock that shows how long till the cycle finishes. All those years of trying to estimate waiting for the cycle to finish!! I really love the quick refresh cycles for when something isn't actually dirty but just needs a quick refresh wash. As we now have smaller mixed washes the reduced drum size is perfect. We also have a small space for a machine and this one fitted with room to spare.
I honestly cannot fault it",Approved
Happy with purchase. Would recommend this oven. This oven replaces our old AEG oven which lasted for 15 years,Approved
"Duis dolor elit; ultrices in mattis sed, pretium in massa. Etiam vitae magna eget nisl placerat auctor? Proin nulla metus, bibendum sit amet sollicitudin et, sagittis quis arcu. Aenean facilisis arcu vel justo lacinia vestibulum. Vivamus tempor risus in urna laoreet cursus. Ut ac velit eget eros pharetra adipiscing ut sed mauris. Nunc odio neque, accumsan vel vulputate sed, sodales et nisl? Donec hendrerit, elit id congue bibendum, turpis odio posuere metus, non placerat lorem urna ut elit amet.",Approved
After 8 months of having this machine the drum needs replacing and the heater has broken. I have now waited 3 weeks for repair and will have to wait a further week if not longer for repair as part that is needed is out of stock.,Rejected
"Very pleased with new cooker, decent capacity top oven/grill, large capacity main oven. Nice sturdy hob area, easy to clean.",Approved
"This machine was an insurance replacement for my last AEG which was repaired significantly in the 7.5 years I had it. Last time being a full re-build which lasted 18 months and being faced with another re-build D&G decided to write it off. 
I didn't have a great choice in my replacement (without spending extra money) so this was the latest nearest equivalent to my old one in terms of specification and price. 
So far it has washed beautifully without too much fuss. My main criticism is if you use the ""standard cycles"" they are 3.5 - 4.5 hours long!!! I hasten to add that 99% of my loads are done using the ""time save"" feature which reduces the time to around 1.25 - 1.5 hours which is on par with my old machine. I do find that the full cycles are great for the dogs bedding, it actually come out smelling clean with no hint of doggy.
The ""beep"" to let you know it has finished is much quieter and not as prominent as my old machine and when its finished and ""beeped"" it instantly turns itself off to save energy....this is a good feature but sometimes I haven't realised its finished (because I haven't heard the beep) and when I go to retrieve the washing its creased. 
All in all I am pleased with the appliance and hope it performs better than its predecessor.",Approved
"I am not the greatest cook in the world, I find it hard work but my new AEG cooker is so easy to use and easy to keep clean it takes the sting out of a must do task.",Approved
"A visually pleasing product, that shows it's quality just by looking, is simple to use, practical and proves it is not just about cosmetic looks, robust and well made, many other manufactures I looked at prior to purchase where tinny and shoddy, cooks well and very happy with performance.",Approved
"looks good
easy to use,
quick to reach chosen temperature
helpful manual
haven't used the cleaning function yet",Approved
The bottom oven keeps going out which is very annoying when you return to find food stone cold.also clock badly situated collects grease,Approved
"Very simple to use, pop out buttons for that sleek look, Cooks food evenly, bright light in oven so you can see how your food is cooking,Loads of cooking programs, i like the slide out shelf in the oven, large capacity and you can use both ovens at the same time.its very quite and its A rated.",Approved
"Looks great, quality finish and easy to use. Love the fact there is a double grill too. The quality finish is reflected in the price but compared to other brands there’s nothing like AEG. Would highly recommend.",Approved
This cooker is great and unlike my previous fan oven it doesn't burn food. There are lots of different settings for the oven but to be honest I just seem to stick to one. Cooks fairly evenly and I attempted yorkshire puddings for the first time since owning the oven and they were great and rose really well. I would definitely recommend the oven.,Approved
"My old Samsung oven works better than this new AEG oven.
And it was economical also. Not a good experience. My Wife still prefers the old Samsung oven.",Rejected
"The only problem I have had is when I use the hob and the bottom oven together, the clock cuts out and cooking stops until I reset the time again. My old cooker did not have a clock and you just turned it on! Very efficient and stylish.",Approved
"From the delivery, things went downhill fast. Tried to get the machine level, but 3 of the feet were broken; just kept spinning around and around, would not adjust at all. 

Tried it out anyway, the thing was jumping around like a crazy horse getting broken in. Phoned John Lewis, who were helpful, put me through to AEG who transferred me to the local engineers. 

A week later the engineer turned up, only 1 replacement foot. I told them 3 of the feet were broken! Needless to say, couldn’t use the machine. 9 days later another guy came out. Replaced the broken parts, tested the machine, still jumping around but not so bad. Said he’d return with “dampners” as the noise during spin was the loudest from any machine we’ve had, and we’ve had a few over the past 30 years.

One of the main reasons for buying this was the “how quiet it is” reviews. So we waited in all the Friday, no one showed up. Phoned them again, told we’d have to wait a further 9 days as “the job wasn’t on the route”. Dundee is not the middle of nowhere! When the 3rd engineer came out, no “dampners”, just a tool bag. Tested the machine for a while, then claimed it must be our floor. Considering that was the 3rd machine to sit on that spot and the only one to be jumping around, obviously it is not the floor but the machine.

Anyway, some 6 months later, the machine still jumps around, needs pushed back into place every so often! It’s only on the spin when there’s a problem, otherwise it is fairly quiet, but the spin noise level averages 93dbs. Far from the advertised spin level 75dbs.

Latest problem is with the spin, on certain cycles it's just not doing it's job and so we have to re-spin them. Which reminds me, if you do not have a full load, the spin is next to useless.

Based on our experience of the machine and after sales care, I can not recommend this piece of junk to anyone. The quicker it complete crumbles into the ground the better.",Rejected
"We are getting on a bit so digital can be challenging. We chose digital controls as we had problems operating the knobs on our previous appliance due, partly,  to dodgy fingers !  It is a challenge to learn anew but overall we have not been beaten and are happy with the oven!   It looks very good in the new kitchen. Another reviewer said she could not use the two ovens simultaneously but I did so recently. I'm assuming she is reviewing the same appliance as me.",Approved
"When our 10 year old Zanussi ZWF1200 finally started to slow down there was never any question of which to choose..definitely Zanussi!!
Our new one is excellent.efficient, flexible, economic programmes, some taking only 20 mins on a cold/cool wash using the quick wash feature,which is excellent for speed & economy in these energy expensive times.Result very good on lightly soiled items.Longer washes also available for heavier soiling can also be reduced in time by the Quick Wash if needed.Variety of spin speeds, Rinse Hold excellent & very quiet spin.Time delay really good from 30 mins up to 20 hours, just what we wanted for economy overnight use.VERY HAPPY",Approved
"An AEG product is worth the investment, due to the qualities listed above - we already have the tumble dryer. No problems installing; very easy to operate; very large load capacity; excellent choice of washing functions; quiet, even when on fast spin cycle. So far, so brilliant. Very good value, plus 3 year free warranty for reassurance. Highly recommended.",Approved
